Wavelengths,4429,4501,5780,5797,6195,6379,6284,7224,5849,6353,6792,4963,4984,6203,6660,6376,6439,6702,6699,5766,6185,6089,6377,6993,6367,6330,6622,7367,6449,5546,6211,6324,6065,6116,6553,4726,6108,6729,5923,6520,7562,7030,6492,6362,5705,5418,7559,6234,6397,4762,6973,6223,5793,6271,6597,6463,5545,5785,5512,6268,6139,6665,6445,5828,6795,average
4429,1,0.630919655,0.905351705,0.740704835,0.716296726,0.581013543,0.828507489,0.708964705,0.399965536,0.874266026,0.641876923,0.122334485,-0.02877333,0.796754537,0.612070148,0.376160531,0.519846025,0.719791712,0.639508626,0.402598666,0.631551925,0.642778467,0.363556658,0.618081118,0.718732959,0.867091157,0.38455694,0.616762093,0.370941887,0.097211921,0.700338929,0.80777087,0.851729287,0.574043427,0.545968892,0.34440575,0.915827769,0.780656368,0.385787552,0.763308955,0.399323107,0.004921633,0.742647954,0.814510036,0.873745712,-0.356448494,0.41747511,0.525006689,0.919699317,0.717651874,0.743908358,0.889048107,0.464247762,0.514570648,0.670537966,0.453920152,0.643990642,0.051976535,-0.350677775,0.772959612,0.865757782,0.676788226,0.427371302,0.566469686,0.848684522,0.576420737
5797,0.740704835,0.599536293,0.576857507,1,0.789168154,0.868225913,0.397527962,0.329664842,0.898654265,0.191018182,0.361981018,0.61552221,0.520989039,0.557778072,0.780608284,0.694683996,0.768182227,0.612299219,0.726783713,0.646057867,0.583607407,0.858429985,0.592935226,0.545619787,0.576315572,0.794110701,0.452882299,0.629151778,0.750960744,0.491641572,0.767632819,0.617344063,0.27381624,0.596553832,0.698465645,0.722619562,0.712616936,0.502797125,0.551504202,0.652136409,0.51958974,-0.053064767,-0.022188399,0.505507174,0.342672305,0.170902697,0.184041974,0.780206913,0.748063719,0.743737642,0.668578669,0.486732844,0.63857186,0.394848529,0.525293473,-0.016292315,0.870423268,0.181154706,0.362196019,0.213826688,0.772025448,0.564788538,0.551750298,0.617473738,0.525274296,0.558823085
6195,0.716296726,0.623043015,0.856663645,0.789168154,1,0.711970557,0.734651955,0.752717587,0.502114231,0.489343664,0.773022442,0.105137873,-0.042074124,0.836427823,0.73526822,0.771032105,0.556602943,0.693460613,0.728818483,0.398968373,0.680849159,0.631650651,0.575421157,0.917505826,0.760131716,0.815859675,0.617108978,0.723907846,0.413708234,-0.050752923,0.789154845,0.76938392,0.655618711,0.407729832,0.695694845,0.16975541,0.840871229,0.039282439,0.544011981,0.909183772,0.785659511,0.061865966,0.11218414,0.674648121,0.756254366,-0.47242777,0.496773589,0.562692498,0.76926599,0.610423003,0.645000537,0.578344713,0.333182418,0.688160615,0.802905249,-0.007704953,0.574520605,0.257786806,-0.282924623,0.682405928,0.332719199,0.566300193,0.747946897,0.113716954,0.673724319,0.549263629
7367,0.616762093,0.446705446,0.644918139,0.629151778,0.723907846,0.725905782,0.350950983,0.573577685,0.445268416,0.113275272,0.615587475,0.081507866,0.038402278,0.35932644,0.746224151,0.725773483,0.70488382,0.857823821,0.799429983,0.640026569,0.792531113,0.68073772,0.743416453,0.672780395,0.790940925,0.639714941,0.617356054,1,0.426827288,0.08452772,0.684990943,0.406125106,0.64724931,0.662476307,0.811865115,0.195870794,0.625924467,0.219093797,0.67898135,0.715407967,0.339295924,0.195525952,0.131145669,0.40890022,0.354358624,-0.198300681,0.369567311,0.814617429,0.727417977,0.271946947,0.574913074,0.403236523,0.248451296,0.474057559,0.501867828,0.261688497,0.664561241,0.776790385,0.108086648,0.519497452,0.68390687,0.63621923,0.677042455,0.185764096,0.755585679,0.520344174
5545,0.643990642,0.526236676,0.294758498,0.870423268,0.574520605,0.822522277,0.075499978,0.079491078,0.881610277,-0.057990766,0.453705696,0.643408649,0.580714748,0.176650371,0.839511998,0.568689378,0.790049452,0.542341656,0.768416192,0.73540749,0.795249329,0.82890246,0.663374081,0.382848574,0.683364275,0.661499036,0.606331691,0.664561241,0.677210164,0.617800052,0.769795393,0.328178114,0.298415992,0.6687509,0.622479539,0.739672604,0.578651285,0.585177047,0.49063086,0.401596526,0.280697631,-0.035839674,-0.007044195,0.455052469,0.103078793,0.386366055,-0.007738785,0.671448673,0.71179688,0.55318384,0.569955482,0.471938076,0.522457226,0.324231903,0.394167982,0.312718282,1,0.320096027,0.640661492,0.135772554,0.694798348,0.651572008,0.354199891,0.770254498,0.658893349,0.520110248
6330,0.867091157,0.656563987,0.753809027,0.794110701,0.815859675,0.693770249,0.637341083,0.652631479,0.460184186,0.549222687,0.481889544,-0.049159338,-0.135578291,0.672586186,0.519198918,0.617791835,0.597389319,0.555075699,0.578080515,0.580924604,0.660322938,0.674218769,0.45504213,0.730244,0.763917488,1,0.61341661,0.639714941,0.23311775,-0.056820441,0.696819614,0.785066494,0.772276684,0.504210188,0.5756514,0.20291724,0.658875246,0.141804514,0.467573449,0.638742854,0.666964216,0.142628693,0.562459001,0.844770437,0.65306682,-0.311222965,0.453014311,0.545083222,0.678169811,0.678723944,0.509671653,0.741076497,0.347597529,0.612741862,0.659955458,0.175009801,0.661499036,0.160206164,-0.063089419,0.520992973,0.452082865,0.350304541,0.655708087,0.109014274,0.530503442,0.519889651
6439,0.519846025,0.661533687,0.473426514,0.768182227,0.556602943,0.662788996,0.190066762,0.333414067,0.819173018,0.130376634,0.399846163,0.509585664,0.355478786,0.257548463,0.518923517,0.534782784,1,0.422188533,0.34201216,0.734455301,0.631800101,0.63797362,0.483200063,0.581274052,0.574348295,0.597389319,0.706670035,0.70488382,0.534005789,0.624026912,0.600246282,0.293353082,0.473639336,0.729322125,0.650676782,0.652083248,0.595799498,0.447158497,0.620203972,0.384040915,0.457681349,0.281538007,0.09841942,0.442744762,0.109230062,0.364828075,0.248794095,0.726099614,0.490891365,0.604531945,0.597563694,0.547451274,0.318602143,0.318751454,0.493285209,0.449823407,0.790049452,0.624533971,0.540708593,0.266352482,0.56626995,0.479381004,0.413353276,0.499814421,0.526453004,0.50722277
6379,0.581013543,0.302747946,0.462289818,0.868225913,0.711970557,1,0.288936406,0.221358195,0.776314621,0.142576024,0.300176197,0.376509014,0.315627673,0.384993403,0.719578514,0.764272631,0.662788996,0.787950962,0.708170362,0.607265976,0.619488235,0.963900441,0.743672865,0.441676919,0.636199246,0.693770249,0.300385969,0.725905782,0.705815734,0.250483094,0.6758729,0.48573549,0.351065776,0.649219906,0.875036139,0.382939335,0.539430195,0.612311359,0.555529124,0.627226601,0.338498335,0.052431338,-0.120915181,0.472923052,0.250775736,0.078645883,0.159324069,0.671606926,0.703714648,0.401598046,0.60317001,0.545582593,0.454104891,0.501464664,0.307468313,-0.06220196,0.822522277,0.284248001,0.240993985,0.225087199,0.74990544,0.513055225,0.714068069,0.437124097,0.68006081,0.505287517
6211,0.700338929,0.561211874,0.653670941,0.767632819,0.789154845,0.6758729,0.538525055,0.529885011,0.529330629,0.149738622,0.448107509,0.07581558,0.11131018,0.642278127,0.840970333,0.64905576,0.600246282,0.430969766,0.837298997,0.394776618,0.772327325,0.588165522,0.634302107,0.691476002,0.725562557,0.696819614,0.714132728,0.684990943,0.171891627,0.006936373,1,0.654983665,0.449050298,0.453003509,0.443226267,0.265443054,0.864124219,0.133193949,0.564494349,0.799590867,0.572364056,-0.018436006,0.222717272,0.511504107,0.52691315,-0.2642367,0.412974311,0.567643283,0.622451792,0.491272981,0.448229109,0.316982523,0.540720439,0.653529458,0.630281477,0.373433569,0.769795393,0.151913875,0.150694069,0.480738121,0.336821668,0.552185297,0.524947026,0.369979177,0.638474027,0.504981527
6367,0.718732959,0.553709332,0.656952404,0.576315572,0.760131716,0.636199246,0.372606164,0.437062616,0.345607914,0.306396713,0.56824646,-0.014912705,-0.046696256,0.443228015,0.637975232,0.854252917,0.574348295,0.666555007,0.774215129,0.45166784,0.799707627,0.45904745,0.821317752,0.66398217,1,0.763917488,0.666659622,0.790940925,0.16255456,-0.080405872,0.725562557,0.570780928,0.799997146,0.482108048,0.778195681,0.225177768,0.601583219,0.221698774,0.540051688,0.642287175,0.525600076,0.006591082,0.289248301,0.680678957,0.504531893,-0.351156433,0.398017898,0.723029282,0.769369731,0.243316862,0.442415454,0.542886849,0.201472688,0.541511726,0.482226462,0.55720731,0.683364275,0.215810794,-0.071202477,0.699383535,0.298009597,0.559652909,0.562677735,0.108030969,0.655289884,0.495011148
6185,0.631551925,0.532896254,0.528571854,0.583607407,0.680849159,0.619488235,0.268488611,0.396403548,0.431204955,0.309692939,0.525385995,0.105018859,0.206404806,0.340572727,0.677310105,0.475381452,0.631800101,0.594129741,0.668980291,0.454611236,1,0.571062809,0.541109307,0.633722748,0.799707627,0.660322938,0.828103138,0.792531113,0.18554738,0.094439164,0.772327325,0.415151103,0.563144271,0.483339102,0.709346571,0.231043595,0.554655021,0.235694996,0.572892922,0.590498663,0.486727306,-0.102977945,0.162367486,0.565400106,0.378345171,-0.249490345,0.216711622,0.692620687,0.595246604,0.308773043,0.678401915,0.511310796,0.215529262,0.570394083,0.513107804,0.442588325,0.795249329,0.466225949,0.157042441,0.507716997,0.33969476,0.633759772,0.472019177,0.305582175,0.772247485,0.482024369
6397,0.919699317,0.458576216,0.705076197,0.748063719,0.76926599,0.703714648,0.398594293,0.501585952,0.443124537,0.428141208,0.551898849,0.199133275,0.043549103,0.482134261,0.740460568,0.603311976,0.490891365,0.764981793,0.784347843,0.240604547,0.595246604,0.5955796,0.499929559,0.608365523,0.769369731,0.678169811,0.27666178,0.727417977,0.352673465,0.053050663,0.622451792,0.644409805,0.617608298,0.672999062,0.647394467,0.304821066,0.561080562,0.494972026,0.392524264,0.600584094,0.335350161,-0.093476896,0.240002757,0.495060991,0.520303294,-0.293839555,0.3495404,0.423525376,1,0.512781679,0.602890883,0.790015026,-0.000890372,0.363985144,0.621462555,0.057333299,0.71179688,-0.06769592,-0.258838292,0.594215602,0.485782989,0.611987541,0.596752647,0.066197465,0.703814396,0.477854213
6108,0.915827769,0.581782275,0.805154859,0.712616936,0.840871229,0.539430195,0.767459691,0.739216422,0.361738871,0.336644757,0.601514929,-0.182091264,-0.028083124,0.781253276,0.785381604,0.554377503,0.595799498,0.387719358,0.696740466,0.109612681,0.554655021,0.475064094,0.573865929,0.805008458,0.601583219,0.658875246,0.623898793,0.625924467,0.182718789,-0.254603166,0.864124219,0.690541809,0.57908566,0.346039475,0.378947097,0.038824005,1,0.071470762,0.444017627,0.806556538,0.64274882,0.189397761,0.229870271,0.554974004,0.670064167,-0.315057245,0.472923466,0.395440746,0.561080562,0.547240204,0.364233172,0.441393677,0.503522423,0.63001262,0.793944052,0.256197468,0.578651285,0.104541353,-0.106773373,0.662401906,0.269099522,0.412404394,0.519506775,0.154445499,0.528854164,0.477395133
6553,0.545968892,0.208357636,0.459693426,0.698465645,0.695694845,0.875036139,0.231186995,0.165032913,0.610898962,0.203292032,0.497484991,0.28464845,0.157531386,0.315492186,0.546495587,0.81741867,0.650676782,0.854690769,0.545586147,0.644040725,0.709346571,0.780850263,0.730033706,0.494471073,0.778195681,0.5756514,0.444662486,0.811865115,0.618439467,0.223337417,0.443226267,0.270811088,0.504815278,0.390121641,1,0.252487512,0.378947097,0.391380155,0.681263462,0.614063444,0.376989657,-0.073888145,-0.121582049,0.543258857,0.231753136,0.024225975,0.216672271,0.726009996,0.647394467,0.181395666,0.499821577,0.490678489,0.472306871,0.49410896,0.131553042,0.059451711,0.622479539,0.626703438,0.230670592,0.430403864,0.611786641,0.595962773,0.767722405,0.332353723,0.773512284,0.476821662
