Groups,,,,,,,,,,,,,,,,,,,,,,,
0,6330,6993,5780,6362,6065,6445,6597,6792,6324,7562,6203,7224,6271,6268,5705,6284,7559,6353,6492,,,,
1,4429,6195,7367,6211,6367,6185,6397,6108,6553,6520,6376,6660,6795,6699,6702,6665,6377,4501,6622,5923,6973,4762,6223
2,5797,5545,6439,6379,6089,6234,5849,6116,5766,6139,6449,5793,6729,,,,,,,,,,
3,4726,5828,4963,5546,5512,4984,5418,,,,,,,,,,,,,,,,
4,5785,6463,7030,,,,,,,,,,,,,,,,,,,,
