Wavelengths,4429,4501,5780,5797,6195,6379,6284,6613,7224,6269,5849,6353,6792,4963,4984,6203,6284,6439,6376,6660,6089,6699,6702,6377,5766,6185,6367,5546,6330,6065,6449,6520,4726,6553,6729,6622,5923,6993,6234,6397,6211,6268,6271,5418,5545,5512,7030,7367,5705,6116,6108,5785,5793,5828,6324,6445,7562,6362,7559,6463,4762,average
5797,0.740704835,0.646500015,0.58705829,1,0.822966194,0.878448359,0.476744811,0.796045194,0.367474085,0.69526934,0.899459205,0.331190371,0.361981018,0.666795984,0.591002445,0.61632692,0.476744811,0.781255571,0.727188269,0.795173591,0.874083958,0.759041514,0.657043952,0.628258109,0.684987411,0.651609334,0.576297765,0.500960357,0.865817359,0.349201631,0.810494591,0.705761441,0.780374617,0.716527581,0.584045562,0.520776379,0.586603562,0.570589835,0.809875793,0.766696313,0.770714466,0.291660011,0.463580396,0.261497017,0.883935216,0.371151954,0.019133813,0.642723803,0.468915724,0.599029099,0.715148363,0.223664942,0.742598006,0.623707619,0.666108293,0.601952149,0.563814538,0.621146322,0.184041974,0.036845076,0.779507058,0.609643479
6195,0.716296726,0.623612984,0.855904489,0.822966194,1,0.746054019,0.758738773,0.961946026,0.753921874,0.958509228,0.550592635,0.540709711,0.773022442,0.226711456,0.129841059,0.851799977,0.758738773,0.592184964,0.838257648,0.744153134,0.672745189,0.766303493,0.729379512,0.637554637,0.434424784,0.698522418,0.769776209,0.013480961,0.841719981,0.655111046,0.564413932,0.927300973,0.312232092,0.730896167,0.213426079,0.638468003,0.574657427,0.91839694,0.637708747,0.803966637,0.79289358,0.702019859,0.693039989,-0.282418286,0.614665457,-0.182308275,0.107444883,0.720489211,0.798182009,0.406953385,0.842988149,0.279683384,0.537287782,0.19346268,0.766169435,0.781409499,0.78740666,0.702800326,0.496773589,0.016305714,0.640797617,0.609188426
6613,0.613210892,0.518676597,0.780781017,0.796045194,0.961946026,0.79267988,0.704535907,1,0.661461904,0.96000921,0.543773741,0.485723447,0.675318318,0.204791047,0.159270631,0.786409662,0.704535907,0.621253072,0.847986166,0.748269134,0.715397889,0.777288476,0.708820799,0.725860221,0.432526723,0.688378765,0.841152741,-0.012654963,0.831968636,0.662008267,0.550053148,0.88809004,0.317432592,0.766489022,0.29721797,0.630403765,0.560151748,0.919630714,0.642474927,0.786730715,0.746011789,0.684148456,0.719409321,-0.221392896,0.63799199,-0.206729448,0.182465192,0.77817486,0.776197786,0.495917709,0.797177236,0.226740208,0.504987993,0.148264398,0.618774768,0.810660941,0.716205962,0.742379351,0.46563336,-0.014979755,0.515847862,0.597048968
6330,0.867091157,0.634670438,0.763492904,0.865817359,0.841719981,0.770360378,0.659209062,0.831968636,0.605030184,0.753527445,0.561392573,0.555480049,0.481889544,0.171801744,0.093100139,0.702216393,0.659209062,0.658139717,0.757267683,0.558510162,0.745765301,0.64804367,0.641231584,0.57067349,0.596356823,0.660342906,0.807012668,0.061012875,1,0.755559112,0.48446955,0.727005056,0.409225848,0.675477178,0.370705509,0.62747708,0.518942461,0.70555533,0.647369967,0.781607807,0.714783932,0.572126921,0.627557494,-0.093496243,0.713719259,0.020322119,0.154821727,0.640867157,0.701789913,0.518212757,0.667242398,0.195557607,0.613827858,0.240566792,0.748703066,0.741507998,0.622824794,0.842491896,0.453014311,0.162673839,0.703198788,0.586689233
6269,0.674314142,0.52351172,0.872765823,0.69526934,0.958509228,0.688190943,0.793480316,0.96000921,0.802050224,1,0.397240535,0.470080799,0.688368883,0.075229798,-0.004265901,0.863775499,0.793480316,0.51103019,0.785471731,0.734248521,0.57941317,0.717379765,0.715150243,0.638684912,0.315943153,0.675973279,0.773021681,-0.124060168,0.753527445,0.672282933,0.477853094,0.920525795,0.164491613,0.66317364,0.197119964,0.613003961,0.538182916,0.96888254,0.593607681,0.817266315,0.746167993,0.716828468,0.687464989,-0.372873881,0.488763549,-0.341241136,0.169553858,0.827768543,0.838236648,0.474687564,0.825112879,0.255759242,0.369487792,-0.036722264,0.685494836,0.760399487,0.747711587,0.741020562,0.511044198,-0.008530496,0.527122459,0.566679379
4429,1,0.630919655,0.905351705,0.740704835,0.716296726,0.581013543,0.828507489,0.613210892,0.708964705,0.674314142,0.399965536,0.874266026,0.641876923,0.122334485,-0.02877333,0.796754537,0.828507489,0.519846025,0.376160531,0.612070148,0.642778467,0.639508626,0.719791712,0.363556658,0.402598666,0.631551925,0.718732959,0.097211921,0.867091157,0.851729287,0.370941887,0.763308955,0.34440575,0.545968892,0.780656368,0.38455694,0.385787552,0.618081118,0.525006689,0.919699317,0.700338929,0.772959612,0.514570648,-0.356448494,0.643990642,-0.350677775,0.004921633,0.616762093,0.873745712,0.574043427,0.915827769,0.051976535,0.464247762,0.566469686,0.80777087,0.427371302,0.399323107,0.814510036,0.41747511,0.453920152,0.717651874,0.559770615
5545,0.643990642,0.563620794,0.296320041,0.883935216,0.614665457,0.840287251,0.153803161,0.63799199,0.069615363,0.488763549,0.894633753,0.038176385,0.453705696,0.722369512,0.656499076,0.253611462,0.153803161,0.802363763,0.632585262,0.846041248,0.845446671,0.791587332,0.590944282,0.713395314,0.762177377,0.826006771,0.688307586,0.65051646,0.713719259,0.334676994,0.748883557,0.49649881,0.808334775,0.655322505,0.676362676,0.638492162,0.525524986,0.389180007,0.710841442,0.737043337,0.769473728,0.195689576,0.380910215,0.492841331,1,0.651599135,0.015647265,0.6665478,0.225788649,0.668068084,0.575742981,0.341575291,0.645370757,0.793087429,0.327745324,0.423165452,0.293261362,0.530559691,-0.007738785,0.308514178,0.594631131,0.554795503
6379,0.581013543,0.362427815,0.464835586,0.878448359,0.746054019,1,0.355479244,0.79267988,0.225773816,0.688190943,0.794739878,0.244601622,0.300176197,0.447097754,0.40318702,0.442724709,0.355479244,0.691294509,0.800712343,0.739756884,0.967535929,0.74466357,0.8069025,0.765504923,0.65033923,0.684476847,0.635883555,0.285601917,0.770360378,0.406190546,0.751687352,0.672984646,0.479638296,0.884824079,0.676261712,0.388911494,0.590375601,0.451754633,0.724963397,0.72771955,0.675292497,0.296216034,0.547253599,0.177340318,0.840287251,0.269144401,0.10257842,0.73357834,0.362657164,0.647770132,0.538563492,0.313567188,0.572781915,0.470147104,0.510202128,0.741973104,0.362341912,0.559887394,0.159324069,-0.024440237,0.462789324,0.552467362
6376,0.376160531,0.510887666,0.455843206,0.727188269,0.838257648,0.800712343,0.394553729,0.847986166,0.43418649,0.785471731,0.600746491,0.336299869,0.57038593,0.202807275,-0.038996594,0.536290087,0.394553729,0.582313247,1,0.628432493,0.695572602,0.698853821,0.728355271,0.885056351,0.595646919,0.597693086,0.864455515,0.209463125,0.757267683,0.680261065,0.648725347,0.86991667,0.313674222,0.834644885,0.252929933,0.480791753,0.74612341,0.730174635,0.701820271,0.631863314,0.672196785,0.579171376,0.676119373,-0.137664722,0.632585262,0.083250291,0.085945101,0.763476867,0.489180208,0.50674595,0.584066765,0.267126736,0.562744665,0.184473253,0.549282223,0.75550584,0.631958575,0.656008614,0.485556665,0.190478055,0.404311232,0.549670316
