Wavelengths,4501,5780,5797,6379,6284,6613,7224,6270,5850,6353,6792,5789,4963,4984
4501,1,0.740282333,0.646500015,0.362427815,0.427784644,0.518676597,0.588739296,0.52351172,0.610074188,0.364341551,0.251893395,-0.143927232,0.323563848,-0.044754861
5780,0.740282333,1,0.58705829,0.464835586,0.948244416,0.780781017,0.889426798,0.872765823,0.267447219,0.38876064,0.615170879,0.592927392,-0.097104354,-0.359099109
5797,0.646500015,0.58705829,1,0.878448359,0.476744811,0.796045194,0.367474085,0.69526934,0.899459205,0.331190371,0.361981018,-0.327509081,0.666795984,0.591002445
6379,0.362427815,0.464835586,0.878448359,1,0.355479244,0.79267988,0.225773816,0.688190943,0.794739878,0.244601622,0.300176197,-0.154099277,0.447097754,0.40318702
6284,0.427784644,0.948244416,0.476744811,0.355479244,1,0.704535907,0.919863556,0.793480316,0.137685854,0.505626338,0.538803924,0.499414852,-0.158368812,-0.104422586
6613,0.518676597,0.780781017,0.796045194,0.79267988,0.704535907,1,0.661461904,0.96000921,0.543773741,0.485723447,0.675318318,0.137166165,0.204791047,0.159270631
7224,0.588739296,0.889426798,0.367474085,0.225773816,0.919863556,0.661461904,1,0.802050224,-0.003696655,0.767434356,0.742647641,0.239020132,-0.411584936,-0.425344288
6270,0.52351172,0.872765823,0.69526934,0.688190943,0.793480316,0.96000921,0.802050224,1,0.397240535,0.470080799,0.688368883,0.026119023,0.075229798,-0.004265901
5850,0.610074188,0.267447219,0.899459205,0.794739878,0.137685854,0.543773741,-0.003696655,0.397240535,1,0.013302766,-0.053824466,-0.418828988,0.843910191,0.715444098
6353,0.364341551,0.38876064,0.331190371,0.244601622,0.505626338,0.485723447,0.767434356,0.470080799,0.013302766,1,0.608460651,0.135252609,-0.319982009,-0.209815283
6792,0.251893395,0.615170879,0.361981018,0.300176197,0.538803924,0.675318318,0.742647641,0.688368883,-0.053824466,0.608460651,1,0.507506763,-0.330594811,-0.161039004
5789,-0.143927232,0.592927392,-0.327509081,-0.154099277,0.499414852,0.137166165,0.239020132,0.026119023,-0.418828988,0.135252609,0.507506763,1,-0.42519727,-0.191512937
4963,0.323563848,-0.097104354,0.666795984,0.447097754,-0.158368812,0.204791047,-0.411584936,0.075229798,0.843910191,-0.319982009,-0.330594811,-0.42519727,1,0.858100048
4984,-0.044754861,-0.359099109,0.591002445,0.40318702,-0.104422586,0.159270631,-0.425344288,-0.004265901,0.715444098,-0.209815283,-0.161039004,-0.191512937,0.858100048,1
